last_account_opened_months_6,age,last_loan_drawn_in_months_7,current_bal_for_active_accounts_13,no_acs_overdue_total_accounts_ratio_2,latest_cibil_score,total_value_of_accounts_52,current_bal_for_active_accounts_6,no_of_running_bl_pl_1,current_bal_for_active_accounts_52,last_account_opened_months_10,last_loan_drawn_in_months_61,monthly_emi_for_active_accounts_6,last_account_opened_months_52,no_acs_overdue_total_accounts_ratio_6,last_account_opened_months_13,total_value_of_accounts_51,no_acs_overdue_total_accounts_ratio_13,sanctioned_amt_for_active_accounts_51,amt_bl_paid_off_13,last_account_opened_months_0
0,36,0,0,0,0,0,0,0,0,9,0,0,0,0,116,160000,0,0,648990,0
