VAR_NAME,MIN_VALUE,MAX_VALUE,min_range,max_range,COUNT,EVENT,EVENT_RATE,NONEVENT,NON_EVENT_RATE,DIST_EVENT,DIST_NON_EVENT,bucket,WOE,IV
last_account_opened_months_10,87.0,134.0,85.0,134.0,10,8.0,0.8,2.0,0.2,0.017582417582417582,0.0273972602739726,"(85.0, 134.0]",0.4435436166826686,0.16112422251903372
last_account_opened_months_10,136.0,209.0,134.0,0.0,11,11.0,1.0,0.0,0.0,0.024175824175824177,0.0,"(134.0, inf]",0.0,0.16112422251903372
last_account_opened_months_10,,,,,328,280.0,0.8536585365853658,48.0,0.14634146341463414,0.6153846153846154,0.6575342465753424,missing,0.06624938554120045,0.16112422251903372
last_loan_drawn_in_months_61,0.0,0.0,0.0,0.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(-inf, 0.0]",0.0,0.150876749055697
last_loan_drawn_in_months_61,1.0,1.0,0.0,1.0,3,1.0,0.3333333333333333,2.0,0.6666666666666666,0.002197802197802198,0.0273972602739726,"(0.0, 1.0]",2.5229851583625047,0.150876749055697
last_loan_drawn_in_months_61,2.0,2.0,1.0,2.0,3,2.0,0.6666666666666666,1.0,0.3333333333333333,0.004395604395604396,0.0136986301369863,"(1.0, 2.0]",1.136690797242614,0.150876749055697
last_loan_drawn_in_months_61,3.0,3.0,2.0,3.0,3,2.0,0.6666666666666666,1.0,0.3333333333333333,0.004395604395604396,0.0136986301369863,"(2.0, 3.0]",1.136690797242614,0.150876749055697
last_loan_drawn_in_months_61,4.0,5.0,3.0,5.0,3,1.0,0.3333333333333333,2.0,0.6666666666666666,0.002197802197802198,0.0273972602739726,"(3.0, 5.0]",2.5229851583625047,0.150876749055697
last_loan_drawn_in_months_61,6.0,7.0,5.0,7.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(5.0, 7.0]",0.0,0.150876749055697
last_loan_drawn_in_months_61,8.0,8.0,7.0,8.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(7.0, 8.0]",0.0,0.150876749055697
last_loan_drawn_in_months_61,9.0,13.0,8.0,13.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(8.0, 13.0]",0.0,0.150876749055697
last_loan_drawn_in_months_61,16.0,16.0,13.0,0.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(13.0, inf]",0.0,0.150876749055697
last_loan_drawn_in_months_61,,,,,507,440.0,0.8678500986193294,67.0,0.13214990138067062,0.967032967032967,0.9178082191780822,missing,-0.05224412971878154,0.150876749055697
monthly_emi_for_active_accounts_6,1242.0,1840.0,0.0,1840.0,15,8.0,0.5333333333333333,7.0,0.4666666666666667,0.017582417582417582,0.0958904109589041,"(-inf, 1840.0]",1.6963065851780366,0.15086141796964217
monthly_emi_for_active_accounts_6,1908.0,2855.0,1840.0,2855.0,15,12.0,0.8,3.0,0.2,0.026373626373626374,0.0410958904109589,"(1840.0, 2855.0]",0.4435436166826686,0.15086141796964217
monthly_emi_for_active_accounts_6,2900.0,4889.0,2855.0,4889.0,13,11.0,0.8461538461538461,2.0,0.15384615384615385,0.024175824175824177,0.0273972602739726,"(2855.0, 4889.0]",0.12508988556413395,0.15086141796964217
monthly_emi_for_active_accounts_6,5239.0,21137.0,4889.0,0.0,14,12.0,0.8571428571428571,2.0,0.14285714285714285,0.026373626373626374,0.0273972602739726,"(4889.0, inf]",0.03807850857450415,0.15086141796964217
monthly_emi_for_active_accounts_6,,,,,471,412.0,0.8747346072186837,59.0,0.12526539278131635,0.9054945054945055,0.8082191780821918,missing,-0.11364792764124769,0.15086141796964217
last_account_opened_months_52,1.0,1.0,0.0,1.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(-inf, 1.0]",0.0,0.14984596397440153
last_account_opened_months_52,3.0,3.0,1.0,3.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(1.0, 3.0]",1.8298379778025593,0.14984596397440153
last_account_opened_months_52,4.0,4.0,3.0,4.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(3.0, 4.0]",0.0,0.14984596397440153
last_account_opened_months_52,5.0,6.0,4.0,6.0,4,2.0,0.5,2.0,0.5,0.004395604395604396,0.0273972602739726,"(4.0, 6.0]",1.8298379778025593,0.14984596397440153
last_account_opened_months_52,7.0,8.0,6.0,8.0,3,1.0,0.3333333333333333,2.0,0.6666666666666666,0.002197802197802198,0.0273972602739726,"(6.0, 8.0]",2.5229851583625047,0.14984596397440153
last_account_opened_months_52,9.0,9.0,8.0,9.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(8.0, 9.0]",0.0,0.14984596397440153
last_account_opened_months_52,11.0,11.0,9.0,11.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(9.0, 11.0]",0.0,0.14984596397440153
last_account_opened_months_52,13.0,13.0,11.0,13.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(11.0, 13.0]",1.8298379778025593,0.14984596397440153
last_account_opened_months_52,14.0,15.0,13.0,15.0,2,0.0,0.0,2.0,1.0,0.0,0.0273972602739726,"(13.0, 15.0]",0.0,0.14984596397440153
last_account_opened_months_52,16.0,21.0,15.0,21.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(15.0, 21.0]",0.0,0.14984596397440153
last_account_opened_months_52,35.0,36.0,21.0,36.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(21.0, 36.0]",0.0,0.14984596397440153
last_account_opened_months_52,37.0,38.0,36.0,38.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(36.0, 38.0]",0.0,0.14984596397440153
last_account_opened_months_52,39.0,39.0,38.0,39.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(38.0, 39.0]",0.0,0.14984596397440153
last_account_opened_months_52,41.0,41.0,39.0,41.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(39.0, 41.0]",0.0,0.14984596397440153
last_account_opened_months_52,49.0,52.0,41.0,52.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(41.0, 52.0]",0.0,0.14984596397440153
last_account_opened_months_52,67.0,139.0,52.0,139.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(52.0, 139.0]",0.0,0.14984596397440153
last_account_opened_months_52,145.0,182.0,139.0,0.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(139.0, inf]",0.0,0.14984596397440153
