VAR_NAME,MIN_VALUE,MAX_VALUE,min_range,max_range,COUNT,EVENT,EVENT_RATE,NONEVENT,NON_EVENT_RATE,DIST_EVENT,DIST_NON_EVENT,bucket,WOE,IV
last_account_opened_months_52,,,,,490,425.0,0.8673469387755102,65.0,0.1326530612244898,0.9340659340659341,0.8904109589041096,missing,-0.04786392122622039,0.14984596397440153
no_acs_overdue_total_accounts_ratio_6,0.0,0.490196078,0.0,0.490196078,180,157.0,0.8722222222222222,23.0,0.12777777777777777,0.34505494505494505,0.3150684931506849,"(-inf, 0.490196078]",-0.0909136116165991,0.14759981963056543
no_acs_overdue_total_accounts_ratio_6,1.8867924530000002,100.0,0.490196078,0.0,66,48.0,0.7272727272727273,18.0,0.2727272727272727,0.1054945054945055,0.2465753424657534,"(0.490196078, inf]",0.8490087247908329,0.14759981963056543
no_acs_overdue_total_accounts_ratio_6,,,,,282,250.0,0.8865248226950354,32.0,0.11347517730496454,0.5494505494505495,0.4383561643835616,missing,-0.22588703725996073,0.14759981963056543
last_account_opened_months_13,1.0,15.0,0.0,15.0,60,47.0,0.7833333333333333,13.0,0.21666666666666667,0.10329670329670329,0.1780821917808219,"(-inf, 15.0]",0.5446397335540375,0.13837640964289
last_account_opened_months_13,16.0,30.0,15.0,30.0,55,45.0,0.8181818181818182,10.0,0.18181818181818182,0.0989010989010989,0.136986301369863,"(15.0, 30.0]",0.32576058102628525,0.13837640964289
last_account_opened_months_13,32.0,64.0,30.0,64.0,56,48.0,0.8571428571428571,8.0,0.14285714285714285,0.1054945054945055,0.1095890410958904,"(30.0, 64.0]",0.03807850857450415,0.13837640964289
last_account_opened_months_13,65.0,200.0,64.0,0.0,57,54.0,0.9473684210526315,3.0,0.05263157894736842,0.11868131868131868,0.0410958904109589,"(64.0, inf]",-1.0605337800936054,0.13837640964289
last_account_opened_months_13,,,,,300,261.0,0.87,39.0,0.13,0.5736263736263736,0.5342465753424658,missing,-0.07112078339048754,0.13837640964289
total_value_of_accounts_51,10370.0,15000.0,0.0,15000.0,13,11.0,0.8461538461538461,2.0,0.15384615384615385,0.024175824175824177,0.0273972602739726,"(-inf, 15000.0]",0.12508988556413395,0.13342568293000254
total_value_of_accounts_51,20000.0,30000.0,15000.0,30000.0,8,5.0,0.625,3.0,0.375,0.01098901098901099,0.0410958904109589,"(15000.0, 30000.0]",1.3190123540365684,0.13342568293000254
total_value_of_accounts_51,32210.0,45000.0,30000.0,45000.0,5,4.0,0.8,1.0,0.2,0.008791208791208791,0.0136986301369863,"(30000.0, 45000.0]",0.4435436166826686,0.13342568293000254
total_value_of_accounts_51,45670.0,50000.0,45000.0,50000.0,10,8.0,0.8,2.0,0.2,0.017582417582417582,0.0273972602739726,"(45000.0, 50000.0]",0.4435436166826686,0.13342568293000254
total_value_of_accounts_51,60000.0,75000.0,50000.0,75000.0,7,6.0,0.8571428571428571,1.0,0.14285714285714285,0.013186813186813187,0.0136986301369863,"(50000.0, 75000.0]",0.03807850857450415,0.13342568293000254
total_value_of_accounts_51,77610.0,100000.0,75000.0,100000.0,16,14.0,0.875,2.0,0.125,0.03076923076923077,0.0273972602739726,"(75000.0, 100000.0]",-0.11607217125275414,0.13342568293000254
total_value_of_accounts_51,111220.0,150000.0,100000.0,150000.0,9,9.0,1.0,0.0,0.0,0.01978021978021978,0.0,"(100000.0, 150000.0]",0.0,0.13342568293000254
total_value_of_accounts_51,160000.0,200000.0,150000.0,200000.0,7,6.0,0.8571428571428571,1.0,0.14285714285714285,0.013186813186813187,0.0136986301369863,"(150000.0, 200000.0]",0.03807850857450415,0.13342568293000254
total_value_of_accounts_51,204000.0,300000.0,200000.0,300000.0,10,10.0,1.0,0.0,0.0,0.02197802197802198,0.0,"(200000.0, 300000.0]",0.0,0.13342568293000254
total_value_of_accounts_51,302000.0,545290.0,300000.0,545290.0,7,7.0,1.0,0.0,0.0,0.015384615384615385,0.0,"(300000.0, 545290.0]",0.0,0.13342568293000254
total_value_of_accounts_51,550000.0,1684000.0,545290.0,1684000.0,8,4.0,0.5,4.0,0.5,0.008791208791208791,0.0547945205479452,"(545290.0, 1684000.0]",1.8298379778025593,0.13342568293000254
total_value_of_accounts_51,1700000.0,32993813.0,1684000.0,0.0,9,8.0,0.8888888888888888,1.0,0.1111111111111111,0.017582417582417582,0.0136986301369863,"(1684000.0, inf]",-0.2496035638772767,0.13342568293000254
total_value_of_accounts_51,,,,,419,363.0,0.8663484486873508,56.0,0.13365155131264916,0.7978021978021979,0.7671232876712328,missing,-0.03921316572714236,0.13342568293000254
no_acs_overdue_total_accounts_ratio_13,0.0,0.490196078,0.0,0.490196078,163,146.0,0.8957055214723927,17.0,0.10429447852760736,0.3208791208791209,0.2328767123287671,"(-inf, 0.490196078]",-0.32055529984956116,0.13187800065537306
no_acs_overdue_total_accounts_ratio_13,2.3809523809999997,100.0,0.490196078,0.0,65,48.0,0.7384615384615385,17.0,0.26153846153846155,0.1054945054945055,0.2328767123287671,"(0.490196078, inf]",0.7918503109508843,0.13187800065537306
no_acs_overdue_total_accounts_ratio_13,,,,,300,261.0,0.87,39.0,0.13,0.5736263736263736,0.5342465753424658,missing,-0.07112078339048754,0.13187800065537306
sanctioned_amt_for_active_accounts_51,7300.0,10340.0,0.0,10340.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(-inf, 10340.0]",1.8298379778025593,0.1300069756310639
sanctioned_amt_for_active_accounts_51,10370.0,15000.0,10340.0,15000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(10340.0, 15000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,18290.0,20000.0,15000.0,20000.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(15000.0, 20000.0]",1.8298379778025593,0.1300069756310639
sanctioned_amt_for_active_accounts_51,25000.0,25000.0,20000.0,25000.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(20000.0, 25000.0]",1.8298379778025593,0.1300069756310639
sanctioned_amt_for_active_accounts_51,43110.0,50000.0,25000.0,50000.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(25000.0, 50000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,100000.0,100000.0,50000.0,100000.0,3,2.0,0.6666666666666666,1.0,0.3333333333333333,0.004395604395604396,0.0136986301369863,"(50000.0, 100000.0]",1.136690797242614,0.1300069756310639
sanctioned_amt_for_active_accounts_51,150000.0,175000.0,100000.0,175000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(100000.0, 175000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,200000.0,204000.0,175000.0,204000.0,3,2.0,0.6666666666666666,1.0,0.3333333333333333,0.004395604395604396,0.0136986301369863,"(175000.0, 204000.0]",1.136690797242614,0.1300069756310639
sanctioned_amt_for_active_accounts_51,234150.0,234150.0,204000.0,234150.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(204000.0, 234150.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,236000.0,236000.0,234150.0,236000.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(234150.0, 236000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,245000.0,300000.0,236000.0,300000.0,3,3.0,1.0,0.0,0.0,0.006593406593406593,0.0,"(236000.0, 300000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,309000.0,309000.0,300000.0,309000.0,1,1.0,1.0,0.0,0.0,0.002197802197802198,0.0,"(300000.0, 309000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,360000.0,370000.0,309000.0,370000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(309000.0, 370000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,433000.0,629000.0,370000.0,629000.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(370000.0, 629000.0]",1.8298379778025593,0.1300069756310639
sanctioned_amt_for_active_accounts_51,700000.0,707000.0,629000.0,707000.0,2,0.0,0.0,2.0,1.0,0.0,0.0273972602739726,"(629000.0, 707000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,1000000.0,1400000.0,707000.0,1400000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(707000.0, 1400000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,1906175.0,2000000.0,1400000.0,2000000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(1400000.0, 2000000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,2708610.0,4800000.0,2000000.0,4800000.0,2,2.0,1.0,0.0,0.0,0.004395604395604396,0.0,"(2000000.0, 4800000.0]",0.0,0.1300069756310639
sanctioned_amt_for_active_accounts_51,5467000.0,11979000.0,4800000.0,0.0,2,1.0,0.5,1.0,0.5,0.002197802197802198,0.0136986301369863,"(4800000.0, inf]",1.8298379778025593,0.1300069756310639
sanctioned_amt_for_active_accounts_51,,,,,489,425.0,0.869120654396728,64.0,0.130879345603272,0.9340659340659341,0.8767123287671232,missing,-0.06336810776218575,0.1300069756310639
amt_bl_paid_off_13,1799.0,124000.0,0.0,124000.0,46,44.0,0.9565217391304348,2.0,0.043478260869565216,0.0967032967032967,0.0273972602739726,"(-inf, 124000.0]",-1.2612044755557568,0.12996050911660542
amt_bl_paid_off_13,135000.0,450000.0,124000.0,450000.0,46,42.0,0.9130434782608695,4.0,0.08695652173913043,0.09230769230769231,0.0547945205479452,"(124000.0, 450000.0]",-0.5215372793609184,0.12996050911660542
amt_bl_paid_off_13,465000.0,30048813.0,450000.0,0.0,46,37.0,0.8043478260869565,9.0,0.1956521739130435,0.08131868131868132,0.1232876712328767,"(450000.0, inf]",0.4161446424945542,0.12996050911660542
amt_bl_paid_off_13,,,,,390,332.0,0.8512820512820513,58.0,0.14871794871794872,0.7296703296703296,0.7945205479452054,missing,0.08514601943249009,0.12996050911660542
last_account_opened_months_0,1.0,2.0,0.0,2.0,13,10.0,0.7692307692307693,3.0,0.23076923076923078,0.02197802197802198,0.0410958904109589,"(-inf, 2.0]",0.6258651734766232,0.12246342231648909
last_account_opened_months_0,3.0,3.0,2.0,3.0,7,6.0,0.8571428571428571,1.0,0.14285714285714285,0.013186813186813187,0.0136986301369863,"(2.0, 3.0]",0.03807850857450415,0.12246342231648909
last_account_opened_months_0,4.0,4.0,3.0,4.0,6,6.0,1.0,0.0,0.0,0.013186813186813187,0.0,"(3.0, 4.0]",0.0,0.12246342231648909
last_account_opened_months_0,5.0,6.0,4.0,6.0,6,5.0,0.8333333333333334,1.0,0.16666666666666666,0.01098901098901099,0.0136986301369863,"(4.0, 6.0]",0.22040006536845883,0.12246342231648909
last_account_opened_months_0,7.0,7.0,6.0,7.0,6,4.0,0.6666666666666666,2.0,0.3333333333333333,0.008791208791208791,0.0273972602739726,"(6.0, 7.0]",1.136690797242614,0.12246342231648909
last_account_opened_months_0,8.0,9.0,7.0,9.0,7,7.0,1.0,0.0,0.0,0.015384615384615385,0.0,"(7.0, 9.0]",0.0,0.12246342231648909
last_account_opened_months_0,10.0,12.0,9.0,12.0,6,6.0,1.0,0.0,0.0,0.013186813186813187,0.0,"(9.0, 12.0]",0.0,0.12246342231648909
last_account_opened_months_0,13.0,17.0,12.0,17.0,7,6.0,0.8571428571428571,1.0,0.14285714285714285,0.013186813186813187,0.0136986301369863,"(12.0, 17.0]",0.03807850857450415,0.12246342231648909
last_account_opened_months_0,18.0,28.0,17.0,28.0,6,6.0,1.0,0.0,0.0,0.013186813186813187,0.0,"(17.0, 28.0]",0.0,0.12246342231648909
last_account_opened_months_0,29.0,33.0,28.0,33.0,6,5.0,0.8333333333333334,1.0,0.16666666666666666,0.01098901098901099,0.0136986301369863,"(28.0, 33.0]",0.22040006536845883,0.12246342231648909
last_account_opened_months_0,34.0,39.0,33.0,39.0,6,5.0,0.8333333333333334,1.0,0.16666666666666666,0.01098901098901099,0.0136986301369863,"(33.0, 39.0]",0.22040006536845883,0.12246342231648909
last_account_opened_months_0,40.0,52.0,39.0,52.0,8,4.0,0.5,4.0,0.5,0.008791208791208791,0.0547945205479452,"(39.0, 52.0]",1.8298379778025593,0.12246342231648909
last_account_opened_months_0,55.0,59.0,52.0,59.0,5,4.0,0.8,1.0,0.2,0.008791208791208791,0.0136986301369863,"(52.0, 59.0]",0.4435436166826686,0.12246342231648909
last_account_opened_months_0,62.0,82.0,59.0,82.0,6,6.0,1.0,0.0,0.0,0.013186813186813187,0.0,"(59.0, 82.0]",0.0,0.12246342231648909
last_account_opened_months_0,103.0,179.0,82.0,0.0,7,6.0,0.8571428571428571,1.0,0.14285714285714285,0.013186813186813187,0.0136986301369863,"(82.0, inf]",0.03807850857450415,0.12246342231648909
last_account_opened_months_0,,,,,426,369.0,0.8661971830985915,57.0,0.13380281690140844,0.810989010989011,0.7808219178082192,missing,-0.03790739840341772,0.12246342231648909
